,season,week,link
18,2009,2,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/patriots-@-jets.cfm/date/09-20-09/time/1300
19,2009,2,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/bengals-@-packers.cfm/date/09-20-09/time/1300
20,2009,2,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/vikings-@-lions.cfm/date/09-20-09/time/1300
21,2009,2,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/saints-@-eagles.cfm/date/09-20-09/time/1300
22,2009,2,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/panthers-@-falcons.cfm/date/09-20-09/time/1300
23,2009,2,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/rams-@-redskins.cfm/date/09-20-09/time/1300
24,2009,2,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/cardinals-@-jaguars.cfm/date/09-20-09/time/1300
25,2009,2,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/seahawks-@-49ers.cfm/date/09-20-09/time/1605
26,2009,2,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/buccaneers-@-bills.cfm/date/09-20-09/time/1605
27,2009,2,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/browns-@-broncos.cfm/date/09-20-09/time/1615
28,2009,2,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/ravens-@-chargers.cfm/date/09-20-09/time/1615
29,2009,2,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/steelers-@-bears.cfm/date/09-20-09/time/1615
30,2009,2,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/giants-@-cowboys.cfm/date/09-20-09/time/2020
31,2009,2,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/colts-@-dolphins.cfm/date/09-21-09/time/2030
32,2009,3,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/titans-@-jets.cfm/date/09-27-09/time/1300
33,2009,3,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/jaguars-@-texans.cfm/date/09-27-09/time/1300
34,2009,3,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/chiefs-@-eagles.cfm/date/09-27-09/time/1300
35,2009,3,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/browns-@-ravens.cfm/date/09-27-09/time/1300
36,2009,3,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/giants-@-buccaneers.cfm/date/09-27-09/time/1300
37,2009,3,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/redskins-@-lions.cfm/date/09-27-09/time/1300
38,2009,3,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/packers-@-rams.cfm/date/09-27-09/time/1300
39,2009,3,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/49ers-@-vikings.cfm/date/09-27-09/time/1300
40,2009,3,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/falcons-@-patriots.cfm/date/09-27-09/time/1300
41,2009,3,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/bears-@-seahawks.cfm/date/09-27-09/time/1605
42,2009,3,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/saints-@-bills.cfm/date/09-27-09/time/1605
43,2009,3,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/dolphins-@-chargers.cfm/date/09-27-09/time/1615
44,2009,3,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/steelers-@-bengals.cfm/date/09-27-09/time/1615
45,2009,3,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/broncos-@-raiders.cfm/date/09-27-09/time/1615
46,2009,3,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/colts-@-cardinals.cfm/date/09-27-09/time/2020
47,2009,3,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/panthers-@-cowboys.cfm/date/09-28-09/time/2030
48,2009,4,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/raiders-@-texans.cfm/date/10-04-09/time/1300
49,2009,4,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/titans-@-jaguars.cfm/date/10-04-09/time/1300
50,2009,4,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/ravens-@-patriots.cfm/date/10-04-09/time/1300
51,2009,4,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/bengals-@-browns.cfm/date/10-04-09/time/1300
52,2009,4,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/giants-@-chiefs.cfm/date/10-04-09/time/1300
53,2009,4,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/lions-@-bears.cfm/date/10-04-09/time/1300
54,2009,4,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/buccaneers-@-redskins.cfm/date/10-04-09/time/1300
55,2009,4,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/seahawks-@-colts.cfm/date/10-04-09/time/1300
56,2009,4,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/jets-@-saints.cfm/date/10-04-09/time/1605
57,2009,4,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/bills-@-dolphins.cfm/date/10-04-09/time/1605
58,2009,4,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/rams-@-49ers.cfm/date/10-04-09/time/1615
59,2009,4,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/cowboys-@-broncos.cfm/date/10-04-09/time/1615
60,2009,4,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/chargers-@-steelers.cfm/date/10-04-09/time/2020
61,2009,4,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/packers-@-vikings.cfm/date/10-05-09/time/2030
62,2009,5,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/vikings-@-rams.cfm/date/10-11-09/time/1300
63,2009,5,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/cowboys-@-chiefs.cfm/date/10-11-09/time/1300
64,2009,5,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/redskins-@-panthers.cfm/date/10-11-09/time/1300
65,2009,5,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/buccaneers-@-eagles.cfm/date/10-11-09/time/1300
66,2009,5,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/raiders-@-giants.cfm/date/10-11-09/time/1300
67,2009,5,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/browns-@-bills.cfm/date/10-11-09/time/1300
68,2009,5,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/bengals-@-ravens.cfm/date/10-11-09/time/1300
69,2009,5,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/steelers-@-lions.cfm/date/10-11-09/time/1300
70,2009,5,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/falcons-@-49ers.cfm/date/10-11-09/time/1605
71,2009,5,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/patriots-@-broncos.cfm/date/10-11-09/time/1615
72,2009,5,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/texans-@-cardinals.cfm/date/10-11-09/time/1615
73,2009,5,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/jaguars-@-seahawks.cfm/date/10-11-09/time/1615
74,2009,5,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/colts-@-titans.cfm/date/10-11-09/time/2020
75,2009,5,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/jets-@-dolphins.cfm/date/10-12-09/time/2030
76,2009,6,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/chiefs-@-redskins.cfm/date/10-18-09/time/1300
77,2009,6,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/texans-@-bengals.cfm/date/10-18-09/time/1300
78,2009,6,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/browns-@-steelers.cfm/date/10-18-09/time/1300
79,2009,6,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/ravens-@-vikings.cfm/date/10-18-09/time/1300
80,2009,6,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/rams-@-jaguars.cfm/date/10-18-09/time/1300
81,2009,6,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/giants-@-saints.cfm/date/10-18-09/time/1300
82,2009,6,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/panthers-@-buccaneers.cfm/date/10-18-09/time/1300
83,2009,6,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/lions-@-packers.cfm/date/10-18-09/time/1300
84,2009,6,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/eagles-@-raiders.cfm/date/10-18-09/time/1605
85,2009,6,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/cardinals-@-seahawks.cfm/date/10-18-09/time/1605
86,2009,6,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/bills-@-jets.cfm/date/10-18-09/time/1615
87,2009,6,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/titans-@-patriots.cfm/date/10-18-09/time/1615
88,2009,6,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/bears-@-falcons.cfm/date/10-18-09/time/2020
89,2009,6,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/broncos-@-chargers.cfm/date/10-19-09/time/2030
90,2009,7,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/chargers-@-chiefs.cfm/date/10-25-09/time/1300
91,2009,7,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/colts-@-rams.cfm/date/10-25-09/time/1300
92,2009,7,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/bears-@-bengals.cfm/date/10-25-09/time/1615
93,2009,7,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/packers-@-browns.cfm/date/10-25-09/time/1300
94,2009,7,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/vikings-@-steelers.cfm/date/10-25-09/time/1300
95,2009,7,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/patriots-@-buccaneers.cfm/date/10-25-09/time/1300
96,2009,7,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/49ers-@-texans.cfm/date/10-25-09/time/1300
97,2009,7,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/jets-@-raiders.cfm/date/10-25-09/time/1605
98,2009,7,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/bills-@-panthers.cfm/date/10-25-09/time/1605
99,2009,7,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/saints-@-dolphins.cfm/date/10-25-09/time/1615
100,2009,7,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/falcons-@-cowboys.cfm/date/10-25-09/time/1615
101,2009,7,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/cardinals-@-giants.cfm/date/10-25-09/time/2020
102,2009,7,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/eagles-@-redskins.cfm/date/10-26-09/time/2030
103,2009,8,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/broncos-@-ravens.cfm/date/11-01-09/time/1300
104,2009,8,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/browns-@-bears.cfm/date/11-01-09/time/1300
105,2009,8,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/texans-@-bills.cfm/date/11-01-09/time/1300
106,2009,8,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/vikings-@-packers.cfm/date/11-01-09/time/1615
107,2009,8,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/49ers-@-colts.cfm/date/11-01-09/time/1300
108,2009,8,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/dolphins-@-jets.cfm/date/11-01-09/time/1300
109,2009,8,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/rams-@-lions.cfm/date/11-01-09/time/1300
110,2009,8,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/seahawks-@-cowboys.cfm/date/11-01-09/time/1300
111,2009,8,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/raiders-@-chargers.cfm/date/11-01-09/time/1605
112,2009,8,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/jaguars-@-titans.cfm/date/11-01-09/time/1605
113,2009,8,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/panthers-@-cardinals.cfm/date/11-01-09/time/1615
114,2009,8,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/giants-@-eagles.cfm/date/11-01-09/time/1300
115,2009,8,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/falcons-@-saints.cfm/date/11-02-09/time/2030
116,2009,9,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/chiefs-@-jaguars.cfm/date/11-08-09/time/1300
117,2009,9,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/ravens-@-bengals.cfm/date/11-08-09/time/1300
118,2009,9,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/texans-@-colts.cfm/date/11-08-09/time/1300
119,2009,9,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/redskins-@-falcons.cfm/date/11-08-09/time/1300
120,2009,9,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/packers-@-buccaneers.cfm/date/11-08-09/time/1300
121,2009,9,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/cardinals-@-bears.cfm/date/11-08-09/time/1300
122,2009,9,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/dolphins-@-patriots.cfm/date/11-08-09/time/1300
123,2009,9,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/panthers-@-saints.cfm/date/11-08-09/time/1605
124,2009,9,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/lions-@-seahawks.cfm/date/11-08-09/time/1605
125,2009,9,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/titans-@-49ers.cfm/date/11-08-09/time/1615
126,2009,9,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/chargers-@-giants.cfm/date/11-08-09/time/1615
127,2009,9,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/cowboys-@-eagles.cfm/date/11-08-09/time/2020
128,2009,9,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/steelers-@-broncos.cfm/date/11-09-09/time/2030
129,2009,10,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/bears-@-49ers.cfm/date/11-12-09/time/2020
130,2009,10,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/jaguars-@-jets.cfm/date/11-15-09/time/1300
131,2009,10,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/broncos-@-redskins.cfm/date/11-15-09/time/1300
132,2009,10,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/bengals-@-steelers.cfm/date/11-15-09/time/1300
133,2009,10,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/bills-@-titans.cfm/date/11-15-09/time/1300
134,2009,10,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/lions-@-vikings.cfm/date/11-15-09/time/1300
135,2009,10,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/saints-@-rams.cfm/date/11-15-09/time/1300
136,2009,10,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/falcons-@-panthers.cfm/date/11-15-09/time/1300
137,2009,10,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/buccaneers-@-dolphins.cfm/date/11-15-09/time/1300
138,2009,10,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/chiefs-@-raiders.cfm/date/11-15-09/time/1605
139,2009,10,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/seahawks-@-cardinals.cfm/date/11-15-09/time/1615
140,2009,10,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/eagles-@-chargers.cfm/date/11-15-09/time/1615
141,2009,10,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/cowboys-@-packers.cfm/date/11-15-09/time/1615
142,2009,10,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/patriots-@-colts.cfm/date/11-15-09/time/2020
143,2009,10,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/ravens-@-browns.cfm/date/11-16-09/time/2030
144,2009,11,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/dolphins-@-panthers.cfm/date/11-19-09/time/2020
145,2009,11,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/browns-@-lions.cfm/date/11-22-09/time/1300
146,2009,11,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/bills-@-jaguars.cfm/date/11-22-09/time/1300
147,2009,11,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/steelers-@-chiefs.cfm/date/11-22-09/time/1300
148,2009,11,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/colts-@-ravens.cfm/date/11-22-09/time/1300
149,2009,11,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/falcons-@-giants.cfm/date/11-22-09/time/1300
150,2009,11,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/49ers-@-packers.cfm/date/11-22-09/time/1300
151,2009,11,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/seahawks-@-vikings.cfm/date/11-22-09/time/1300
152,2009,11,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/redskins-@-cowboys.cfm/date/11-22-09/time/1300
153,2009,11,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/saints-@-buccaneers.cfm/date/11-22-09/time/1300
154,2009,11,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/cardinals-@-rams.cfm/date/11-22-09/time/1605
155,2009,11,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/jets-@-patriots.cfm/date/11-22-09/time/1615
156,2009,11,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/bengals-@-raiders.cfm/date/11-22-09/time/1615
157,2009,11,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/chargers-@-broncos.cfm/date/11-22-09/time/1615
158,2009,11,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/eagles-@-bears.cfm/date/11-22-09/time/2020
159,2009,11,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/titans-@-texans.cfm/date/11-23-09/time/2030
160,2009,12,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/packers-@-lions.cfm/date/11-26-09/time/1230
161,2009,12,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/raiders-@-cowboys.cfm/date/11-26-09/time/1615
162,2009,12,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/giants-@-broncos.cfm/date/11-26-09/time/2020
163,2009,12,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/colts-@-texans.cfm/date/11-29-09/time/1300
164,2009,12,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/browns-@-bengals.cfm/date/11-29-09/time/1300
165,2009,12,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/bears-@-vikings.cfm/date/11-29-09/time/1615
166,2009,12,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/redskins-@-eagles.cfm/date/11-29-09/time/1300
167,2009,12,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/dolphins-@-bills.cfm/date/11-29-09/time/1300
168,2009,12,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/cardinals-@-titans.cfm/date/11-29-09/time/1615
169,2009,12,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/seahawks-@-rams.cfm/date/11-29-09/time/1300
170,2009,12,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/buccaneers-@-falcons.cfm/date/11-29-09/time/1300
171,2009,12,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/panthers-@-jets.cfm/date/11-29-09/time/1300
172,2009,12,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/jaguars-@-49ers.cfm/date/11-29-09/time/1605
173,2009,12,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/chiefs-@-chargers.cfm/date/11-29-09/time/1605
174,2009,12,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/steelers-@-ravens.cfm/date/11-29-09/time/2020
175,2009,12,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/patriots-@-saints.cfm/date/11-30-09/time/2030
176,2009,13,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/jets-@-bills.cfm/date/12-03-09/time/2020
177,2009,13,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/broncos-@-chiefs.cfm/date/12-06-09/time/1300
178,2009,13,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/raiders-@-steelers.cfm/date/12-06-09/time/1300
179,2009,13,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/texans-@-jaguars.cfm/date/12-06-09/time/1300
180,2009,13,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/titans-@-colts.cfm/date/12-06-09/time/1300
181,2009,13,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/eagles-@-falcons.cfm/date/12-06-09/time/1300
182,2009,13,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/lions-@-bengals.cfm/date/12-06-09/time/1300
183,2009,13,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/saints-@-redskins.cfm/date/12-06-09/time/1300
184,2009,13,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/buccaneers-@-panthers.cfm/date/12-06-09/time/1300
185,2009,13,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/rams-@-bears.cfm/date/12-06-09/time/1300
186,2009,13,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/chargers-@-browns.cfm/date/12-06-09/time/1605
187,2009,13,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/49ers-@-seahawks.cfm/date/12-06-09/time/1615
188,2009,13,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/vikings-@-cardinals.cfm/date/12-06-09/time/2020
189,2009,13,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/cowboys-@-giants.cfm/date/12-06-09/time/1615
190,2009,13,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/patriots-@-dolphins.cfm/date/12-06-09/time/1300
191,2009,13,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/ravens-@-packers.cfm/date/12-07-09/time/2030
192,2009,14,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/steelers-@-browns.cfm/date/12-10-09/time/2020
193,2009,14,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/broncos-@-colts.cfm/date/12-13-09/time/1300
194,2009,14,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/bengals-@-vikings.cfm/date/12-13-09/time/1300
195,2009,14,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/jets-@-buccaneers.cfm/date/12-13-09/time/1300
196,2009,14,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/bills-@-chiefs.cfm/date/12-13-09/time/1300
197,2009,14,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/packers-@-bears.cfm/date/12-13-09/time/1300
198,2009,14,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/saints-@-falcons.cfm/date/12-13-09/time/1300
199,2009,14,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/lions-@-ravens.cfm/date/12-13-09/time/1300
200,2009,14,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/dolphins-@-jaguars.cfm/date/12-13-09/time/1300
201,2009,14,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/panthers-@-patriots.cfm/date/12-13-09/time/1300
202,2009,14,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/seahawks-@-texans.cfm/date/12-13-09/time/1300
203,2009,14,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/rams-@-titans.cfm/date/12-13-09/time/1605
204,2009,14,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/redskins-@-raiders.cfm/date/12-13-09/time/1605
205,2009,14,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/chargers-@-cowboys.cfm/date/12-13-09/time/1615
206,2009,14,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/eagles-@-giants.cfm/date/12-13-09/time/2020
207,2009,14,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/cardinals-@-49ers.cfm/date/12-14-09/time/2030
208,2009,15,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/colts-@-jaguars.cfm/date/12-17-09/time/2020
209,2009,15,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/cowboys-@-saints.cfm/date/12-19-09/time/2020
210,2009,15,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/packers-@-steelers.cfm/date/12-20-09/time/1615
211,2009,15,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/dolphins-@-titans.cfm/date/12-20-09/time/1300
212,2009,15,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/patriots-@-bills.cfm/date/12-20-09/time/1300
213,2009,15,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/cardinals-@-lions.cfm/date/12-20-09/time/1300
214,2009,15,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/49ers-@-eagles.cfm/date/12-20-09/time/1615
215,2009,15,http://www.vegasinsider.com/nfl/odds/las-vegas/line-movement/falcons-@-jets.cfm/date/12-20-09/time/1300
